y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,label
0,1,4,13,20,26,31,36,41,46,49,52,54,55,55,55,56,56,56,56,56,56,55,55,55,54,53,53,53,52,53
0,0,3,9,17,24,31,37,43,48,52,55,58,60,62,63,64,64,64,64,64,63,63,63,63,63,63,63,63,63,70
1,3,8,13,20,27,33,39,45,51,56,60,63,66,68,69,70,70,70,70,70,70,70,70,70,70,70,70,70,70,77
0,3,10,18,27,33,40,45,50,54,58,63,67,67,68,69,69,69,69,69,69,69,69,68,67,66,66,67,67,67,66
0,0,2,10,17,24,31,38,46,53,59,63,66,69,71,72,72,71,71,71,71,71,72,72,72,72,72,72,72,72,75
0,2,10,22,32,40,46,51,56,61,66,70,74,78,80,80,81,82,82,82,82,82,82,82,82,82,82,82,82,82,88
0,0,5,14,21,26,29,33,37,40,44,46,49,51,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,73
0,0,2,5,9,17,25,27,29,33,38,43,47,50,53,56,58,59,60,60,60,60,60,59,59,59,59,59,59,59,62
0,2,6,13,18,22,27,32,37,42,47,51,54,56,58,60,61,62,62,62,62,62,62,62,62,62,62,62,62,62,58
0,0,4,12,22,27,33,38,42,47,51,54,55,57,58,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,64
0,1,3,9,17,23,29,35,41,46,51,55,58,60,62,63,64,65,65,65,65,65,65,65,65,65,65,64,64,64,58
0,2,9,18,27,34,40,46,52,57,61,64,67,69,70,71,71,71,71,70,70,70,70,70,70,70,70,70,70,70,71
0,0,0,7,14,22,30,37,42,49,55,60,64,68,71,73,74,74,74,74,74,74,74,74,74,74,74,74,74,74,78
0,1,5,13,22,30,39,47,54,58,62,66,70,74,76,77,77,77,77,77,77,77,77,77,77,77,77,77,77,76,75
-1,0,4,12,19,25,31,37,43,47,50,53,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,56,56,78
0,0,5,14,23,29,34,38,43,47,51,53,55,57,58,59,59,59,59,59,59,59,59,59,58,57,57,57,57,57,60
0,0,0,7,14,20,26,31,37,43,48,52,54,56,57,58,59,60,61,61,61,61,61,61,61,61,61,61,61,61,69
0,0,3,9,16,23,28,33,38,42,46,50,54,57,59,61,63,65,66,66,66,66,66,66,66,66,66,66,66,66,65
0,0,0,6,16,24,29,34,39,45,50,54,58,61,63,65,66,67,68,68,68,68,68,68,68,68,68,68,68,68,63
0,0,3,12,23,30,37,45,51,56,60,64,67,69,71,73,73,74,75,76,77,78,79,79,79,79,79,79,79,79,83
0,0,4,14,26,36,45,52,55,60,65,70,73,74,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,63
0,0,2,11,22,30,36,44,49,54,59,65,68,69,71,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,55
1,4,8,13,20,24,30,36,40,44,48,51,53,55,56,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,86
0,1,6,16,21,28,36,42,46,49,53,56,58,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,73
0,1,4,9,16,24,30,35,39,42,45,47,50,52,54,56,58,59,60,61,61,61,61,61,61,62,62,62,62,62,59
0,0,4,11,18,25,32,38,43,47,49,52,54,56,57,58,60,61,61,61,61,61,61,61,61,61,61,61,61,61,54
0,2,9,18,26,33,36,40,43,46,50,54,56,58,61,64,66,67,68,69,69,69,69,69,69,69,69,69,69,69,65
0,1,8,17,24,28,34,40,45,49,52,55,59,62,64,66,68,69,70,70,71,72,72,72,72,72,72,72,72,72,67
0,1,11,21,28,37,45,52,57,61,65,69,71,72,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,73,74
2,7,12,20,27,34,41,49,54,59,64,68,70,72,74,76,77,78,79,79,79,79,79,79,79,79,79,79,79,79,68
7,10,11,16,21,27,33,38,41,44,47,50,52,54,55,55,55,55,55,54,54,54,54,54,54,54,53,53,53,53,81
0,0,3,10,16,21,28,33,38,43,47,50,53,55,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,59
0,0,0,5,11,17,23,28,33,38,43,47,50,53,55,57,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59
0,0,2,10,18,24,30,36,40,43,47,50,53,55,57,59,61,62,63,64,64,64,64,64,64,64,64,64,63,63,56
0,1,7,16,22,29,36,42,46,49,53,57,59,61,62,63,64,64,64,64,64,64,64,64,64,64,64,64,64,64,68
0,0,1,8,18,25,32,40,45,49,53,58,62,65,68,71,72,72,72,73,74,74,74,74,74,74,73,72,72,72,69
0,0,1,7,14,21,27,34,41,48,52,56,60,64,67,69,70,71,72,73,73,73,73,73,73,73,73,73,73,72,69
0,0,1,6,14,22,26,31,37,42,47,52,56,60,63,67,70,72,74,75,76,76,76,76,76,76,76,76,76,76,55
0,0,5,12,19,26,34,41,46,51,54,56,59,61,64,67,70,71,72,73,74,74,75,75,76,77,77,77,77,77,52
0,0,4,12,20,26,30,35,39,41,45,47,49,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,69
0,0,2,8,17,22,27,34,40,45,48,51,54,56,58,59,60,61,61,61,60,59,59,59,59,58,58,58,58,58,70
0,0,1,7,12,19,26,34,40,46,49,53,56,58,60,62,63,63,63,63,63,63,63,63,63,63,63,63,62,61,74
0,1,8,13,18,23,30,36,42,47,51,59,61,63,64,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,69
0,0,1,8,20,29,34,40,46,52,56,60,64,68,70,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72
-1,1,5,15,23,30,35,43,49,55,60,65,69,72,75,75,75,75,75,75,74,74,74,74,74,74,74,73,73,72,69
0,2,7,16,26,33,41,48,51,55,58,62,66,68,70,72,73,73,72,71,71,71,71,71,71,71,71,70,69,69,62
0,1,8,19,29,35,43,51,56,60,65,70,74,77,79,80,81,82,82,82,82,82,82,83,83,83,83,83,83,83,78
0,1,7,14,20,25,32,38,42,45,46,49,52,54,55,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,71
1,4,8,14,20,25,30,34,39,42,46,49,52,55,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,58
1,2,4,10,17,24,31,37,42,45,48,51,53,55,56,57,58,59,60,60,60,60,60,60,60,60,60,60,60,60,48
0,2,8,14,18,23,29,35,41,44,48,51,53,55,57,58,59,60,61,62,63,63,63,63,63,63,62,62,62,62,58
0,0,8,17,25,31,38,45,49,54,58,61,63,65,67,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,77
0,1,7,15,21,25,31,38,44,49,53,58,62,65,67,70,71,71,71,71,71,71,71,71,71,71,71,71,71,71,75
0,0,5,14,21,28,35,41,47,52,56,61,65,68,71,73,74,75,76,77,77,77,77,77,77,77,77,77,77,77,78
0,2,10,20,29,35,42,49,54,58,63,68,72,73,74,75,76,77,77,77,77,77,77,77,77,77,77,77,77,77,73
0,1,7,16,24,29,34,40,44,47,50,53,55,57,60,62,63,63,63,62,61,60,59,58,57,56,55,54,52,49,65
0,0,3,10,18,26,33,38,43,47,51,54,57,58,59,60,61,61,61,61,61,60,59,59,59,58,57,56,55,55,65
0,0,4,13,21,27,33,38,42,46,50,53,56,58,59,61,62,63,63,63,63,62,61,60,60,59,58,58,57,56,63
1,3,11,25,36,43,49,53,56,59,61,64,67,69,70,70,70,70,69,69,69,68,67,67,66,65,65,65,65,64,76
38,41,45,51,57,61,65,70,74,75,76,76,76,76,76,75,75,75,74,73,73,73,73,73,73,73,73,73,73,73,110
0,0,6,14,23,29,33,36,40,42,44,46,49,50,51,52,52,52,52,52,52,52,52,51,51,51,51,51,50,50,79
0,2,9,15,20,25,32,38,43,47,49,52,55,58,61,63,64,65,65,65,64,63,63,63,63,63,63,63,63,62,83
0,4,13,21,28,35,41,46,51,54,57,60,62,63,64,64,64,64,63,62,62,62,61,61,61,60,59,59,58,57,84
0,0,1,6,11,16,19,24,29,32,37,42,46,50,53,55,57,59,60,60,60,60,60,60,60,60,59,59,59,58,74
0,3,12,23,31,39,48,54,58,62,66,69,70,71,71,71,71,71,71,71,71,71,71,71,70,70,70,69,69,68,81
-1,0,6,15,26,34,42,48,55,60,65,70,73,75,77,77,77,77,77,76,76,76,75,74,74,74,73,72,71,66,76
0,0,2,9,19,23,28,33,37,41,45,49,53,55,56,56,56,56,56,56,56,55,54,54,54,54,54,52,49,44,68
3,6,11,17,23,29,35,41,46,51,55,58,60,61,61,61,61,61,61,61,60,60,59,58,58,58,58,58,58,57,84
0,0,0,0,0,3,11,19,23,32,42,50,55,59,62,64,65,66,67,68,69,69,69,69,69,68,67,67,67,66,73
0,0,3,8,14,19,23,29,35,40,45,49,53,56,59,61,62,63,63,63,63,62,61,60,59,58,58,57,56,55,75
1,6,13,21,30,38,44,48,51,55,59,64,66,68,69,70,71,71,71,71,71,71,71,71,71,71,71,71,70,69,89
0,2,8,17,25,32,39,43,49,55,59,63,68,71,73,74,75,76,76,76,76,76,76,76,76,76,75,75,75,74,94
0,10,23,36,44,51,58,64,69,73,76,79,81,82,83,84,84,84,84,84,84,84,84,84,84,84,84,84,84,83,98
0,5,14,22,27,32,38,44,49,53,56,58,59,59,58,58,57,56,55,55,54,54,54,53,52,51,48,47,44,39,74
2,7,15,22,30,38,43,47,51,54,57,58,59,59,59,59,59,59,59,58,58,58,57,56,56,55,55,55,55,55,86
7,17,23,31,39,47,53,58,62,64,65,65,65,65,65,64,63,63,62,61,60,60,59,58,57,56,56,55,54,53,86
5,14,22,30,38,45,51,56,59,62,66,69,71,73,74,74,74,73,72,72,72,71,71,71,70,69,68,67,64,55,81
0,2,11,23,34,42,49,55,60,64,67,70,72,73,74,74,74,74,74,74,74,73,72,71,70,70,70,70,69,67,90
0,4,15,27,35,41,49,56,62,67,72,76,79,81,82,83,83,83,82,82,82,82,82,82,82,82,82,82,82,81,92
1,4,13,26,35,43,52,59,64,69,74,77,80,82,83,84,85,85,85,85,85,85,85,85,85,85,85,85,84,84,90
0,0,5,12,17,23,30,36,41,45,48,51,54,56,57,57,57,57,56,55,54,53,52,52,52,52,52,51,51,51,89
1,5,11,19,24,29,34,39,43,47,51,54,56,57,58,59,59,59,60,60,60,60,60,60,60,60,60,60,60,60,80
1,5,9,13,18,23,28,34,38,42,46,49,52,54,55,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,65
3,4,9,15,21,26,34,41,47,52,56,59,62,64,65,66,66,66,66,66,66,66,66,65,64,64,64,64,64,64,76
9,13,18,23,30,38,44,49,54,59,63,65,67,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,68,95
25,25,30,34,40,45,50,55,59,61,63,64,64,63,62,61,59,58,57,56,55,55,55,54,53,52,52,52,51,50,90
1,4,9,14,19,25,30,34,38,43,46,48,50,51,52,53,53,53,54,54,54,54,54,53,53,52,51,50,48,47,76
2,5,8,12,15,20,24,29,35,39,43,47,49,49,50,52,54,55,56,56,56,56,56,56,55,54,54,54,54,53,59
7,10,17,24,31,38,44,49,53,56,58,59,60,61,61,61,61,61,61,60,60,59,59,59,58,57,57,56,56,55,75
5,9,14,20,26,33,39,44,47,49,51,53,54,55,56,58,59,59,59,59,59,59,59,59,59,59,58,58,58,58,82
5,8,13,19,26,33,37,40,44,48,52,55,58,61,63,64,65,65,65,65,65,65,65,65,65,65,65,65,65,65,79
2,7,13,22,30,37,45,52,57,61,63,65,66,67,67,67,67,67,68,69,69,69,69,69,68,68,68,67,67,67,84
0,3,6,11,18,25,31,37,40,42,44,45,45,45,45,45,45,45,44,43,43,43,43,43,42,41,41,40,39,38,77
0,0,3,9,15,21,26,31,36,40,44,46,48,50,51,51,51,51,50,49,49,49,49,49,49,48,47,47,47,47,74
0,1,3,11,19,25,31,36,40,44,47,49,51,53,55,56,57,57,57,57,57,56,56,56,56,56,56,55,54,54,73
0,2,5,8,12,19,27,33,38,42,46,49,52,54,55,56,57,58,59,60,60,60,60,60,60,60,60,60,60,60,70
11,17,23,30,36,41,47,51,55,59,62,63,63,63,63,64,64,65,66,66,65,65,65,65,65,65,65,65,65,65,100
1,4,10,17,23,30,36,41,45,48,53,58,62,64,64,65,66,66,66,66,67,68,68,68,68,67,67,67,67,67,89
0,0,3,8,15,22,29,35,40,45,48,54,58,61,64,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,71
0,0,1,9,21,28,34,41,49,54,59,63,66,69,71,72,73,74,74,75,75,75,75,75,75,75,75,75,75,74,85
0,0,1,5,11,19,24,27,30,33,36,39,42,44,45,45,45,45,45,45,45,44,43,42,42,41,40,40,40,39,72
0,2,6,12,18,25,31,35,40,44,47,49,50,52,52,52,52,51,50,49,48,47,47,47,47,47,47,46,45,45,77
0,0,2,8,16,24,29,34,39,43,46,49,52,55,56,56,56,56,55,54,53,53,53,53,53,53,53,53,53,53,74
2,3,5,12,20,27,32,37,42,47,51,54,57,59,61,62,62,62,62,62,62,62,62,62,61,60,60,60,60,60,84
0,1,2,8,16,25,29,34,39,44,48,51,54,56,58,60,61,61,60,60,60,60,60,60,60,60,60,60,60,60,66
0,0,1,6,12,18,23,31,37,43,49,53,56,59,62,65,67,68,69,69,69,69,69,69,69,69,69,69,69,69,72
-1,0,1,7,15,26,34,41,48,53,57,60,63,66,68,69,70,70,70,70,70,70,70,70,69,69,68,68,68,67,77
0,0,5,12,22,30,36,42,49,55,59,63,66,70,73,73,73,73,73,73,73,73,73,74,74,74,74,74,73,72,69
0,1,7,13,18,22,27,33,38,42,45,47,48,50,51,52,53,53,53,53,53,52,51,50,49,47,44,40,34,27,64
0,0,0,2,5,10,14,21,27,32,36,39,42,44,45,46,47,48,48,48,48,48,48,48,48,48,48,48,47,46,71
0,1,8,14,20,25,32,38,43,47,51,54,55,56,58,58,58,58,57,56,56,56,55,55,55,54,53,52,50,44,65
1,5,9,15,21,28,33,38,42,46,49,51,53,55,56,57,57,57,57,57,57,57,57,57,57,57,57,56,56,55,65
-1,0,2,10,17,24,30,37,42,47,51,54,57,59,61,62,63,64,64,64,64,64,64,64,64,64,64,63,62,62,73
1,9,19,29,35,41,46,51,56,60,63,65,67,69,69,69,69,69,69,69,68,68,67,67,66,65,65,64,63,62,75
3,5,13,22,27,33,38,44,50,55,58,61,64,66,67,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,75
0,2,9,16,24,32,39,45,51,57,62,66,69,72,73,73,72,72,72,72,72,72,72,72,72,72,71,71,71,71,93
8,13,20,26,32,38,42,45,47,48,49,49,49,50,50,49,49,49,48,48,48,47,46,46,46,45,44,44,44,43,90
0,0,1,7,12,19,25,31,38,43,48,51,53,55,57,58,59,59,59,59,59,59,59,58,57,57,57,57,57,56,89
0,0,0,4,10,16,22,30,37,43,47,52,56,59,62,64,66,66,66,66,66,66,65,65,65,65,65,65,65,65,86
0,2,8,20,28,34,40,45,50,53,56,59,62,63,64,64,64,64,63,63,63,63,63,63,63,63,63,63,62,62,74
0,0,4,12,19,24,32,38,44,50,54,58,61,64,67,69,70,71,71,71,71,71,71,71,71,71,70,70,70,70,84
-1,0,0,2,9,18,26,31,38,44,50,56,60,63,66,68,69,70,70,71,71,71,71,71,71,71,71,71,71,71,75
0,0,4,12,19,25,32,39,45,50,53,55,59,62,64,66,68,69,70,71,72,72,72,72,72,72,72,72,72,71,81
0,0,1,6,13,20,26,31,35,38,41,45,48,51,51,50,49,48,47,46,45,45,45,45,45,45,45,45,45,45,91
0,0,1,6,14,22,29,34,39,44,49,51,52,54,55,55,55,55,54,54,54,53,52,52,52,51,50,49,49,49,86
2,6,11,19,26,33,40,45,50,54,57,59,60,62,62,63,63,63,62,61,60,59,59,59,58,57,57,56,56,56,86
2,2,3,7,13,18,24,30,35,39,41,41,41,41,40,39,38,37,37,37,36,35,34,34,33,33,33,32,32,31,96
0,1,3,6,9,12,15,18,21,24,27,30,33,35,37,38,39,40,41,41,40,40,40,40,40,40,39,38,38,38,105
4,7,11,17,22,27,33,38,42,45,46,48,50,51,52,53,52,51,51,50,50,49,48,47,47,47,46,46,45,44,97
1,2,7,12,17,22,26,32,37,41,44,48,50,51,54,55,55,55,55,55,55,56,57,57,56,56,55,54,53,53,84
0,0,3,10,17,24,30,35,39,43,48,51,54,57,58,59,59,59,58,58,57,57,57,57,57,57,56,56,55,54,89
5,7,13,21,28,32,37,43,47,50,53,56,58,60,60,60,61,61,61,61,60,60,60,60,60,60,59,59,58,58,84
11,13,17,21,27,32,34,37,40,42,45,48,48,48,47,46,45,45,45,44,43,43,43,43,42,41,41,40,39,38,89
5,10,17,23,29,34,39,44,47,49,50,51,52,53,53,53,53,53,53,52,51,50,49,48,47,46,46,46,46,46,76
8,10,13,18,24,29,34,38,43,47,50,52,54,55,55,55,55,54,54,54,54,53,53,52,51,51,51,50,50,50,65
1,3,8,14,20,26,31,35,38,42,46,48,50,53,55,56,57,58,58,58,58,58,58,58,58,58,58,58,58,58,80
16,19,23,28,33,37,40,43,46,49,52,55,57,59,60,61,62,62,62,63,63,63,63,63,63,63,62,61,60,60,51
1,4,9,17,22,28,34,39,44,49,53,56,60,63,65,65,66,66,67,68,69,70,71,71,71,70,69,68,67,66,63
2,8,14,21,28,34,39,46,51,54,56,59,63,66,67,69,68,68,69,70,70,70,70,71,71,71,71,71,70,70,67
0,3,6,11,18,25,30,35,40,43,46,47,48,49,51,53,54,54,54,54,54,54,53,53,53,53,52,52,52,51,70
1,3,7,12,18,23,27,32,34,38,41,46,47,48,49,52,53,54,53,53,52,52,52,52,52,52,51,50,49,49,55
10,14,18,22,27,31,34,38,42,45,48,50,52,54,54,55,57,58,59,59,60,60,60,59,59,59,58,57,56,55,82
0,2,5,11,18,25,30,36,42,46,49,53,56,59,61,61,62,63,63,64,64,65,65,65,65,65,64,64,64,64,81
2,5,10,17,24,31,35,39,42,45,49,53,57,60,62,63,64,64,65,66,66,66,66,66,65,65,64,63,62,61,71
1,3,6,12,19,25,31,37,43,48,51,54,57,60,62,64,65,67,67,67,67,68,68,68,68,68,68,68,67,67,49
4,8,15,23,31,38,44,50,55,59,63,66,68,69,70,70,70,70,70,70,71,71,71,70,69,69,69,69,68,67,75
0,1,6,11,16,23,28,33,37,40,41,44,45,47,49,50,51,52,52,52,52,53,52,52,51,51,50,50,49,49,64
1,2,6,11,17,23,27,32,36,40,43,46,48,50,51,53,53,53,53,52,51,52,51,51,50,50,49,49,49,49,54
0,0,3,8,14,19,26,31,36,39,42,45,48,51,53,54,55,56,57,58,59,58,58,57,57,57,57,56,56,56,54
2,4,9,15,21,26,32,37,42,47,51,53,55,58,61,63,65,66,65,65,65,65,65,65,65,65,65,65,64,64,77
5,10,15,22,28,34,40,47,52,54,57,60,61,61,62,63,63,63,63,63,62,61,60,60,60,60,60,60,59,59,76
0,1,4,10,17,24,30,36,41,46,50,54,58,63,64,66,66,66,65,65,66,67,67,68,68,68,68,68,67,66,71
7,12,18,26,35,43,48,54,58,66,72,74,76,76,77,78,78,78,78,79,79,79,78,77,77,76,76,75,75,75,97
3,6,11,18,24,28,34,39,42,44,45,47,47,48,49,50,50,50,50,50,50,50,50,49,48,47,46,46,46,45,74
1,3,8,14,20,25,30,34,38,41,44,46,48,50,52,53,54,54,54,54,54,54,54,54,53,52,52,52,51,50,58
0,2,5,11,17,24,30,36,40,44,47,50,52,54,56,57,58,59,60,61,62,62,63,63,64,64,64,64,64,64,69
2,5,11,17,23,29,34,39,43,46,51,53,56,57,58,59,60,61,61,61,61,60,60,59,59,58,58,57,57,56,65
1,3,10,17,26,34,42,49,53,56,59,62,65,67,69,70,70,71,71,71,71,71,72,72,72,72,72,72,72,71,94
1,4,11,18,26,33,39,45,51,54,58,64,67,69,71,72,73,73,73,73,73,73,73,72,72,71,70,69,69,68,83
8,15,25,34,42,49,54,58,62,65,70,73,75,76,77,77,78,79,79,79,80,80,80,80,80,79,79,78,78,77,88
8,13,18,22,26,31,35,39,43,46,49,52,52,52,53,54,54,54,54,54,54,54,54,54,54,54,53,53,53,53,74
4,9,14,21,28,34,38,42,45,48,50,52,55,56,57,59,59,59,59,60,60,60,59,59,59,59,58,57,57,56,75
2,4,7,13,20,28,33,38,43,47,51,53,56,57,57,57,57,58,58,58,57,57,56,56,56,56,56,56,56,56,68
6,8,13,19,27,35,40,45,50,54,57,58,61,63,65,66,66,66,67,67,67,66,66,66,66,65,64,63,63,62,89
3,7,15,24,34,41,50,57,61,64,66,68,70,72,72,72,72,71,70,70,70,70,70,70,69,69,69,69,69,69,99
6,14,23,32,41,49,58,64,69,71,73,73,73,73,73,73,74,74,74,75,75,75,75,75,74,73,72,71,70,69,102
1,4,9,14,20,26,30,34,37,39,41,43,46,46,46,47,48,49,49,49,50,50,49,48,48,47,46,46,46,46,57
3,7,12,18,24,29,33,38,42,45,48,51,52,54,56,56,56,56,56,56,55,55,55,55,55,55,55,55,55,54,83
4,8,14,21,28,34,39,43,49,54,57,59,60,60,60,60,60,59,58,58,58,58,58,58,58,58,58,58,58,58,86
4,9,15,23,30,38,43,47,52,57,61,64,67,68,69,70,71,72,72,72,72,72,71,71,71,70,70,69,69,68,92
7,13,22,29,36,43,49,54,58,61,63,65,67,68,69,70,71,71,71,70,69,69,68,68,67,67,67,67,66,66,98
1,4,10,19,27,34,41,46,49,53,57,61,65,68,72,72,73,75,76,78,77,77,78,79,79,79,78,77,77,78,90
0,0,1,8,15,22,28,29,32,36,39,39,41,42,45,46,46,47,48,49,50,50,52,53,53,53,52,52,52,52,72
18,19,22,25,29,33,37,42,47,48,50,50,50,51,52,52,51,51,51,51,51,51,51,51,51,50,50,49,49,49,98
0,1,8,16,22,27,31,37,40,41,44,47,48,50,52,53,53,54,56,56,57,57,56,55,55,55,55,55,55,55,45
0,0,0,0,8,16,25,34,39,45,50,55,58,61,62,63,64,65,66,66,66,66,66,66,66,65,65,65,65,65,75
0,0,5,12,18,25,31,37,41,44,47,50,54,56,59,61,63,63,64,64,64,64,65,65,65,65,64,64,64,64,52
0,0,4,13,20,25,32,38,43,46,48,51,52,54,57,59,59,60,60,61,61,60,59,59,59,59,59,59,58,58,55
0,0,1,7,11,14,17,22,28,30,33,34,37,38,38,38,39,40,41,42,42,42,42,43,43,43,42,42,42,41,68
0,0,3,11,18,26,33,37,41,45,48,50,50,52,53,53,52,52,52,52,52,52,52,52,52,52,52,51,50,49,66
3,5,8,14,20,27,33,38,42,46,50,52,54,55,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,84
0,4,13,21,27,31,37,42,43,47,49,51,52,54,56,57,58,58,58,58,57,57,57,57,57,56,56,57,57,57,75
0,1,4,15,25,32,39,44,49,53,56,59,61,62,63,63,63,64,64,64,64,63,63,63,62,61,61,61,60,60,58
0,2,8,17,24,31,41,50,53,58,62,65,67,68,68,68,69,69,69,70,70,70,70,70,70,70,70,70,70,69,63
0,1,4,14,20,27,36,39,43,46,49,52,52,53,54,55,55,55,55,54,53,53,53,53,53,53,52,52,51,51,91
2,5,14,25,31,36,43,47,50,53,54,56,56,56,56,57,57,57,57,57,57,57,56,56,56,55,54,53,52,52,68
2,4,7,14,21,26,32,37,42,44,47,49,51,54,55,56,56,56,56,56,56,56,56,56,56,57,57,58,58,58,68
0,1,8,18,22,27,32,36,40,44,47,51,53,55,58,59,59,60,60,60,60,61,61,61,61,61,61,61,61,61,94
0,0,4,14,23,29,35,42,48,53,57,60,63,65,67,68,69,70,69,70,71,71,71,71,71,71,70,69,69,68,88
0,0,6,16,22,28,34,38,42,45,48,50,50,51,51,51,51,51,51,51,51,52,52,52,53,52,52,52,52,52,92
0,0,1,9,19,26,32,38,42,47,52,55,58,59,60,60,60,60,60,59,59,59,59,58,58,58,58,58,58,58,92
0,0,0,3,8,22,35,38,44,48,51,54,55,57,58,59,60,61,62,62,62,62,62,62,62,62,62,61,60,59,70
0,2,10,20,27,32,40,46,50,54,59,62,63,64,65,66,67,68,69,70,70,70,70,70,70,70,70,70,69,68,103
8,14,21,30,37,45,52,55,58,61,65,68,69,70,70,69,70,70,70,70,70,70,69,68,68,68,68,68,67,67,78
0,2,7,14,20,24,26,26,29,30,32,33,34,36,37,38,39,40,40,41,41,41,41,41,41,41,41,41,41,41,57
0,0,4,8,14,19,22,25,27,30,33,36,37,39,42,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,46
0,1,4,9,14,19,22,25,29,32,33,36,37,39,41,42,43,43,43,42,42,42,42,42,42,42,42,42,42,42,53
0,0,0,5,11,18,24,29,32,36,41,44,47,50,53,54,55,56,56,57,57,57,57,57,57,57,57,57,57,57,80
0,0,1,4,8,14,19,24,29,32,35,38,41,45,48,51,53,55,56,56,56,56,56,57,58,58,58,58,58,58,61
0,4,10,17,24,30,34,39,42,46,49,52,55,58,59,61,61,61,61,61,61,61,61,61,61,60,60,60,60,60,76
0,0,0,4,10,16,23,28,33,37,42,46,49,52,54,56,58,60,61,62,63,63,63,63,63,63,63,63,63,63,72
1,2,5,10,16,23,30,34,40,45,50,54,57,60,62,64,65,65,66,67,67,67,67,67,67,67,67,67,67,67,68
-1,1,7,14,21,28,34,40,45,51,56,59,62,64,66,67,68,69,70,70,70,70,70,70,70,70,70,70,70,69,68
0,2,16,26,29,33,37,40,45,48,51,53,54,55,57,58,58,58,58,58,58,58,57,57,57,57,56,56,56,56,74
0,3,10,17,22,29,33,36,38,41,43,45,47,49,50,51,53,55,56,56,57,57,57,57,57,57,57,57,56,55,72
1,3,17,27,33,39,43,48,53,56,58,60,61,62,61,61,62,62,62,61,61,61,60,59,59,59,59,59,59,58,88
4,8,12,20,30,38,44,48,51,55,57,60,64,67,67,68,68,69,69,70,70,70,69,68,68,68,67,66,66,65,68
0,0,6,15,25,34,42,47,52,57,62,66,69,72,73,74,76,76,76,78,78,79,79,79,78,78,77,77,77,76,87
0,0,7,17,26,35,42,47,54,60,66,71,75,78,78,80,81,82,82,82,82,82,82,82,81,80,80,79,78,77,77
0,0,4,12,19,25,33,39,42,45,48,51,53,53,54,56,56,56,56,57,58,59,58,57,56,56,56,56,55,54,63
13,18,25,33,38,43,47,51,55,58,59,60,60,59,59,58,58,57,57,57,57,57,56,56,56,55,55,54,53,53,83
4,12,21,27,31,36,41,47,51,55,58,58,60,61,61,61,61,61,61,61,60,61,61,60,59,59,58,57,56,55,66
0,2,8,18,30,37,42,47,51,54,58,61,64,65,66,66,67,66,66,67,66,66,66,66,66,66,66,65,64,64,77
1,4,10,22,29,38,41,44,49,52,55,56,59,62,62,64,66,66,67,67,67,68,68,68,68,68,68,68,67,67,75
0,6,13,21,29,37,44,49,54,59,63,66,69,72,75,76,76,77,77,76,76,75,74,73,73,72,71,71,71,70,78
6,9,14,20,25,30,33,36,39,41,43,44,46,47,48,47,46,45,44,43,42,41,40,39,38,38,38,37,37,36,84
0,1,4,11,18,23,28,32,36,40,43,45,46,47,47,47,46,45,45,45,44,44,44,44,44,44,44,43,42,41,63
2,6,10,15,21,26,30,34,37,41,44,46,48,51,53,53,53,53,53,53,53,53,53,52,51,50,49,48,48,47,52
1,3,8,13,19,25,30,35,38,40,43,46,48,50,52,53,53,53,53,53,53,53,53,52,51,50,49,48,47,46,58
1,2,6,12,18,25,32,38,41,44,48,51,53,56,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,67
0,3,6,12,18,23,28,34,40,44,51,55,61,64,65,66,65,64,63,62,62,62,62,62,62,62,62,61,61,60,80
0,3,8,17,25,32,39,45,50,54,58,62,64,65,66,67,67,67,67,67,67,67,67,67,67,67,66,66,65,64,83
2,5,10,17,26,33,38,42,47,50,53,57,62,65,66,67,68,69,69,69,69,69,69,69,69,68,67,66,65,65,84
1,5,11,18,23,28,32,36,39,42,44,45,46,47,47,47,47,47,47,47,47,47,46,45,44,43,42,41,40,40,78
