y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,label
16,17,21,25,30,36,39,43,46,50,54,56,58,59,60,62,63,63,63,63,63,63,63,63,63,63,63,63,62,62,73
33,37,41,46,50,54,57,59,61,62,63,64,64,64,64,64,64,64,64,64,64,63,63,63,63,63,63,63,63,63,80
0,1,4,8,11,15,20,27,35,42,47,53,58,61,64,66,68,69,69,69,69,69,70,70,70,70,70,70,70,70,55
14,17,22,29,38,48,55,61,65,68,69,70,71,72,73,73,73,73,73,73,73,72,72,72,71,70,70,71,71,69,82
3,5,9,15,20,28,35,41,45,46,46,47,48,49,50,51,52,53,54,55,56,57,57,57,57,57,57,57,57,57,112
8,11,16,21,26,30,35,39,43,46,48,50,51,52,53,54,54,55,55,55,56,56,56,56,56,56,56,56,56,56,79
4,8,11,15,19,26,34,41,47,51,54,56,57,58,60,62,63,64,64,65,65,66,67,67,67,67,67,67,67,67,81
28,31,33,36,39,43,48,53,58,61,63,64,65,66,67,67,68,69,69,69,69,69,69,69,69,69,69,69,69,69,82
11,14,18,23,29,37,44,50,56,61,65,68,71,74,76,77,78,79,80,80,79,79,79,79,78,78,78,77,76,76,80
17,22,28,35,43,50,55,59,62,64,66,67,68,68,68,69,69,69,69,69,69,69,69,69,69,69,69,69,69,69,74
8,13,18,23,27,31,36,41,45,50,53,57,59,61,63,65,67,69,69,70,71,71,72,72,72,73,73,73,73,73,59
10,14,21,28,36,44,52,58,64,69,74,77,78,79,80,81,81,81,81,81,81,80,79,78,77,76,76,75,74,74,76
12,16,21,27,35,44,52,58,65,72,77,81,84,85,86,86,86,87,87,88,88,88,88,88,88,88,88,88,88,88,66
8,11,14,18,21,24,27,31,36,40,44,47,50,53,55,56,57,58,59,60,61,62,63,64,65,66,67,68,68,68,54
14,17,21,25,29,33,37,41,44,47,50,53,55,56,57,57,57,57,57,57,58,59,59,59,59,59,59,59,58,57,49
1,3,7,11,17,23,28,32,37,41,45,48,50,52,54,56,58,59,60,61,61,61,61,61,61,61,61,61,61,61,57
21,25,29,32,37,41,44,46,48,50,52,54,56,58,59,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,49
23,27,31,34,39,43,46,49,52,54,56,58,59,60,61,62,63,63,63,63,63,63,63,63,63,63,63,63,64,64,44
13,16,19,23,28,33,38,42,45,48,50,52,54,55,56,57,58,59,59,59,59,59,59,59,59,59,59,59,59,59,71
57,56,52,17,19,21,23,25,29,33,37,42,46,50,53,55,57,59,60,61,62,63,64,65,66,67,67,67,67,67,47
10,13,17,21,28,35,41,46,49,53,56,58,60,61,61,61,61,61,61,61,62,62,62,62,62,62,62,62,62,62,51
0,2,5,10,15,24,29,37,42,47,51,55,57,59,61,63,64,64,64,64,64,65,66,67,67,68,69,70,70,70,31
2,5,8,14,21,28,34,40,46,51,55,60,66,70,73,76,78,79,79,80,80,80,81,81,81,81,81,81,81,81,103
6,10,13,18,26,31,37,42,45,47,49,52,54,56,57,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,73
3,6,11,17,24,31,36,41,46,49,53,55,58,59,60,60,60,60,60,60,60,60,60,60,60,59,59,59,58,57,64
3,6,11,16,23,29,34,38,42,45,48,52,54,55,55,56,57,57,57,56,55,55,55,55,55,55,55,55,55,55,52
2,4,12,21,28,35,40,45,49,54,57,61,63,65,66,67,67,67,67,67,67,67,67,67,67,68,68,68,68,68,75
0,1,7,16,28,36,41,47,52,58,63,68,72,74,76,76,78,78,79,80,80,80,80,81,81,81,81,81,80,80,96
0,3,8,14,21,32,39,45,51,58,61,65,69,72,74,76,76,78,79,79,79,79,79,80,80,80,80,80,80,80,85
2,6,14,21,27,32,38,44,48,51,53,55,56,59,60,60,60,61,61,61,61,61,61,60,59,58,58,57,56,55,79
2,6,12,20,28,33,37,43,48,53,55,58,60,61,62,62,62,62,62,63,64,64,64,64,64,64,64,64,64,63,82
9,12,15,21,27,34,40,46,51,56,61,62,63,65,66,67,67,68,68,69,69,69,69,69,69,69,69,69,69,69,77
5,5,9,16,26,37,42,50,56,61,64,64,65,66,66,65,65,65,65,65,65,65,66,66,66,66,66,65,65,65,62
0,0,3,10,18,27,34,42,47,49,52,56,60,61,64,68,70,71,70,70,70,70,70,70,70,70,70,70,70,70,77
3,8,17,26,36,42,49,54,59,63,67,70,73,75,76,76,76,76,76,76,76,77,77,77,77,77,77,77,77,77,100
4,7,12,16,22,26,31,34,37,39,40,42,45,46,47,48,48,48,48,48,47,47,48,47,47,47,46,45,45,45,63
13,15,17,21,25,32,36,41,46,48,50,50,50,51,51,52,52,52,54,54,55,56,55,54,53,53,52,51,51,50,65
10,13,16,21,27,33,38,43,47,50,54,57,58,58,59,60,60,60,60,61,62,61,61,62,62,62,62,62,62,62,79
3,5,10,16,23,29,34,38,44,50,53,57,59,62,63,64,64,64,64,64,64,64,64,64,65,64,64,64,64,64,64
5,10,15,23,32,38,45,50,55,58,60,62,64,66,67,67,68,68,69,69,69,69,69,68,69,69,69,69,68,68,78
1,4,10,21,32,38,43,48,52,57,61,65,67,69,71,71,71,70,69,69,70,70,70,70,70,70,70,70,70,70,84
8,11,15,22,27,33,38,43,47,49,50,51,51,51,50,50,50,50,50,51,50,50,50,50,50,50,50,50,50,50,69
1,3,6,12,18,23,27,33,36,41,44,47,49,52,53,54,55,54,54,53,53,53,54,55,55,55,54,54,53,53,61
5,6,8,14,21,27,32,38,45,51,53,55,55,55,56,56,57,57,58,58,59,60,60,60,60,60,60,60,60,60,77
6,10,17,25,31,38,43,48,52,55,58,60,61,61,62,63,64,65,66,66,66,65,64,64,64,65,65,65,64,64,79
5,11,18,27,33,39,44,49,55,60,62,65,66,67,69,69,70,71,72,73,74,74,75,76,76,76,76,76,76,76,86
10,14,21,27,35,42,48,52,56,60,62,64,65,65,66,66,66,66,66,67,68,68,68,68,68,67,68,67,66,66,67
11,17,24,34,42,48,54,60,65,68,72,74,75,76,77,76,76,76,76,76,76,76,77,76,76,76,76,76,76,75,71
8,13,16,22,27,30,32,36,40,42,44,47,48,48,49,49,49,49,49,49,50,50,51,51,51,51,51,51,51,50,66
5,8,13,19,24,29,32,37,40,42,42,45,46,47,48,48,48,48,48,48,48,48,48,48,48,48,48,48,48,47,52
7,8,12,18,26,34,40,44,47,49,50,52,53,56,56,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,64
1,3,7,14,25,32,37,42,46,50,53,55,56,58,60,61,62,63,63,63,63,63,62,62,62,62,62,62,62,62,73
10,12,15,21,27,36,42,49,53,57,59,61,64,65,65,66,65,65,65,65,66,66,66,67,67,67,67,67,67,67,94
5,6,12,18,25,30,36,42,47,51,56,60,62,64,66,66,67,68,67,68,69,69,69,69,69,69,68,68,68,68,78
5,6,11,19,30,38,45,50,55,60,64,69,71,71,73,74,76,76,76,77,77,77,78,78,77,77,76,76,76,75,91
16,18,22,28,34,39,42,44,47,49,50,51,52,53,53,53,53,53,53,53,53,52,52,52,52,52,52,52,51,50,72
18,21,25,31,37,43,49,53,57,60,61,62,62,62,62,62,62,62,61,60,59,59,58,57,57,57,57,56,55,55,88
7,13,18,24,30,35,39,42,45,47,49,50,51,52,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,54,51
16,23,29,33,38,42,44,46,48,49,50,52,54,56,57,58,59,59,60,61,62,62,62,62,62,62,62,62,62,62,56
22,28,31,36,43,49,52,54,57,60,62,63,64,64,64,65,66,67,68,69,69,69,69,69,69,69,69,69,69,69,86
21,26,31,35,41,46,49,51,52,54,54,54,54,54,54,54,54,54,54,54,54,54,53,53,53,53,53,53,53,53,97
35,39,43,47,50,53,55,56,56,56,56,56,57,57,57,57,57,57,57,57,57,57,57,57,57,58,58,58,58,58,104
0,3,9,17,24,31,38,43,47,50,52,54,56,58,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,63
3,8,18,25,30,34,38,42,47,50,52,54,56,58,60,61,62,63,64,65,65,66,66,66,66,66,66,66,66,66,55
0,0,2,3,9,16,23,31,37,41,45,48,51,54,56,58,59,61,63,64,65,65,65,65,65,65,65,65,65,65,56
2,3,7,13,20,27,34,39,43,48,53,58,61,63,65,67,68,69,69,69,69,69,69,69,69,69,69,69,69,69,49
-1,1,5,12,20,29,35,38,40,42,44,45,46,47,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,67
1,3,8,15,20,27,34,38,41,45,47,48,50,52,53,53,53,53,53,52,52,52,52,52,52,51,51,50,49,47,54
0,3,11,19,26,33,39,44,48,51,53,54,55,56,57,58,58,58,58,58,58,58,58,58,58,58,58,58,57,55,55
0,0,4,12,21,30,38,43,47,51,54,56,58,60,62,63,64,64,64,64,64,63,63,63,63,63,63,63,63,63,48
3,8,15,23,32,40,48,54,57,60,62,64,66,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,67,93
16,21,26,32,39,48,54,57,59,62,65,66,66,66,66,66,66,66,66,66,66,66,66,66,65,64,64,64,64,63,67
0,0,1,9,18,26,33,38,43,49,53,55,58,60,62,63,64,65,66,67,67,67,67,67,67,67,67,67,67,67,52
1,5,12,20,28,33,39,45,48,50,51,51,52,53,53,53,53,53,53,53,53,53,53,53,53,53,54,54,54,54,95
3,4,5,9,16,21,25,29,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,50,50,49,49,63
6,11,17,24,31,37,42,46,48,50,52,54,55,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,61
0,0,0,7,18,28,37,43,47,51,54,56,57,58,59,60,61,61,62,62,62,62,62,62,62,62,62,62,62,62,64
3,8,15,23,31,39,45,50,53,56,58,60,62,64,65,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,68
0,0,7,17,25,34,40,47,53,58,61,64,67,68,69,69,69,69,69,69,69,69,69,69,69,69,69,68,68,67,58
0,3,10,20,28,34,39,43,47,50,52,54,53,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,71
4,7,10,17,25,32,38,44,48,50,53,54,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,54,50
2,6,15,24,31,39,47,52,55,57,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,54
28,33,38,42,45,38,41,46,50,53,54,56,57,58,59,60,60,60,60,60,60,60,60,60,60,59,59,59,59,58,74
6,11,17,24,32,39,44,47,50,53,55,57,59,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,61,66
2,5,13,23,30,35,42,46,49,53,56,59,60,61,63,64,65,66,66,66,66,66,66,66,66,66,66,66,66,65,56
6,11,17,24,31,38,44,49,53,56,59,61,63,65,66,67,67,68,68,68,68,68,68,68,68,68,68,68,67,66,64
1,4,7,14,22,30,36,43,47,49,51,51,51,51,51,51,51,51,51,50,50,49,49,49,49,49,49,49,49,49,78
3,6,12,19,26,31,35,39,43,45,45,47,49,51,52,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,62
5,10,18,26,31,35,41,45,47,49,52,53,55,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,55
12,19,23,26,31,38,42,45,49,52,54,57,60,62,62,63,64,65,65,65,65,65,65,65,65,65,65,65,65,65,80
6,10,15,22,30,35,41,48,53,56,57,59,61,62,62,62,62,62,62,62,62,62,62,62,62,62,61,61,61,61,62
13,16,21,30,37,41,44,48,51,54,57,59,61,62,63,64,65,66,67,67,67,67,67,67,67,67,67,67,67,67,71
3,6,9,16,23,28,34,40,46,50,53,56,59,62,65,67,68,68,68,68,68,68,68,68,68,68,68,68,68,68,47
3,6,11,19,25,29,35,40,42,43,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,45,69
1,3,6,11,17,24,31,37,42,46,49,51,53,54,55,56,57,57,57,57,57,57,57,57,57,56,55,54,54,53,60
1,4,10,16,22,28,34,39,44,48,51,53,56,58,59,60,61,62,63,63,63,63,63,63,63,63,63,63,63,63,59
1,2,5,12,17,23,28,34,40,44,47,50,52,54,56,57,58,59,60,60,60,60,60,60,60,60,60,60,60,60,54
12,15,18,22,28,36,41,44,47,50,54,57,59,62,64,65,66,67,67,67,67,67,67,67,67,67,67,67,67,67,72
0,1,4,14,25,32,38,44,50,54,57,60,63,64,65,66,67,67,67,67,66,65,65,65,65,65,65,65,64,63,57
0,1,5,12,19,26,32,37,41,43,45,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,72
1,2,6,14,22,28,34,42,47,50,53,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,55,68
2,7,11,19,26,30,35,40,44,48,51,53,57,60,62,63,63,63,62,62,62,62,62,62,62,62,62,61,60,59,68
3,9,16,24,32,37,43,48,51,54,58,61,63,64,64,65,66,66,66,66,66,66,65,65,65,65,65,65,65,65,76
3,5,9,18,27,34,38,44,51,53,55,59,63,65,66,67,68,69,69,69,69,69,69,69,69,69,69,68,68,68,70
0,2,6,15,24,31,38,44,49,54,59,62,65,68,70,71,72,73,73,73,74,75,75,75,75,75,75,75,75,75,82
-2,-1,2,10,17,25,33,40,46,49,51,52,52,51,51,51,51,51,51,51,51,51,51,51,50,50,50,50,50,49,66
0,0,1,8,15,20,27,33,38,43,46,48,50,52,54,54,55,55,55,55,55,55,54,54,54,53,53,52,51,50,52
-1,0,1,5,11,20,28,34,40,44,48,50,51,54,56,58,59,60,60,61,61,61,61,61,60,59,59,59,58,57,57
0,0,0,6,14,22,29,33,38,42,46,50,52,55,57,58,59,61,62,62,62,62,63,63,63,63,63,63,62,62,61
0,0,0,6,15,24,30,34,37,40,44,48,52,55,57,59,62,64,65,65,66,67,67,67,67,67,67,67,67,67,86
-3,0,3,9,17,24,30,36,43,47,50,53,56,59,60,61,62,63,65,66,66,66,66,66,66,66,66,66,66,66,61
3,6,8,15,24,31,37,43,48,51,54,57,59,60,61,62,63,63,63,63,63,63,63,63,63,62,61,61,61,61,39
0,3,10,17,24,30,35,41,46,50,54,57,60,63,65,67,69,70,71,72,73,73,73,73,73,73,73,73,73,73,52
3,7,11,17,22,28,35,39,42,43,44,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,45,52
0,1,6,14,20,26,32,39,43,46,49,51,52,53,54,53,53,53,52,51,50,49,49,49,49,49,49,49,49,49,64
1,4,11,17,22,26,31,36,40,44,47,49,51,53,55,56,57,58,58,58,59,59,59,59,59,59,59,59,59,59,61
-1,0,1,4,11,20,28,32,36,42,45,48,53,57,60,62,64,64,64,64,64,63,63,63,63,63,63,63,63,63,77
4,8,15,23,31,37,44,49,52,56,60,63,65,66,67,67,67,67,67,67,67,67,67,67,67,67,66,66,65,62,48
2,9,17,25,31,37,43,48,53,57,60,62,64,66,67,68,69,70,70,70,70,70,70,70,70,70,70,70,70,70,80
7,12,18,26,33,37,40,43,46,49,51,52,52,53,53,53,52,52,52,52,52,52,52,52,52,52,52,51,50,48,77
1,5,9,15,24,31,36,41,46,50,53,55,56,56,57,58,58,58,58,58,58,58,58,58,58,58,58,57,57,57,67
3,8,18,31,40,45,50,56,61,65,67,68,69,70,70,70,69,69,69,69,69,69,69,69,69,69,69,68,66,60,83
4,9,16,24,32,38,43,48,53,56,57,59,61,63,63,63,63,63,63,63,63,63,63,63,62,61,61,61,61,61,76
10,16,22,30,37,41,44,47,48,51,54,56,59,61,62,64,65,65,64,64,64,64,63,63,63,63,63,63,62,62,65
2,3,7,14,22,30,37,43,48,51,54,58,60,62,64,65,66,66,66,66,66,66,66,66,66,66,66,66,66,66,70
0,2,9,16,21,27,31,34,38,41,45,47,49,51,52,53,54,54,54,54,54,54,54,54,54,54,54,54,54,54,70
0,1,7,14,19,24,28,33,39,42,44,47,51,55,58,60,62,63,64,65,65,65,64,64,63,63,63,63,63,63,65
0,1,4,11,18,25,31,36,41,46,50,53,55,57,59,61,62,62,62,63,63,63,63,63,63,63,63,63,63,63,53
2,4,11,19,26,33,39,45,49,52,55,58,60,61,62,63,64,64,64,64,64,64,64,64,64,64,64,63,63,63,53
1,3,10,19,27,35,42,49,54,58,61,63,65,67,69,70,71,72,72,72,72,72,72,72,72,72,72,72,71,71,60
0,0,18,19,21,24,30,36,41,46,49,52,55,56,57,57,57,57,57,57,57,57,57,57,56,55,55,55,55,54,87
7,8,11,17,21,24,30,33,38,43,47,50,52,53,53,54,56,55,55,54,54,53,52,52,51,50,50,49,48,48,49
6,10,15,22,29,35,40,46,51,56,59,61,63,64,65,66,66,67,68,68,68,68,67,67,67,67,67,67,67,67,82
5,6,12,20,27,33,39,45,50,54,57,60,63,65,66,67,68,70,71,72,73,74,74,75,75,74,75,75,75,75,83
14,16,23,30,35,44,50,55,59,62,65,67,68,70,72,73,74,75,75,76,76,76,76,75,75,75,75,75,75,75,95
12,12,16,17,21,25,30,33,35,37,40,42,43,44,45,45,45,45,45,45,46,46,46,45,45,45,45,45,44,43,63
20,22,24,27,30,34,37,39,41,43,44,46,46,46,46,46,46,46,46,46,46,46,46,46,46,45,45,45,45,45,57
16,21,25,30,35,39,42,45,48,49,52,53,55,56,57,58,58,59,59,59,59,58,58,57,57,57,57,57,56,56,62
15,18,22,28,33,38,42,46,49,52,54,56,57,58,59,60,60,61,61,61,61,62,62,62,62,62,62,61,61,61,58
11,15,19,24,31,37,42,46,51,54,58,62,63,64,65,66,67,67,67,67,67,68,68,68,68,68,68,69,69,69,81
7,11,17,23,30,36,42,47,51,55,60,64,66,67,67,67,68,69,70,70,70,70,70,70,71,71,71,71,71,70,77
8,9,12,18,24,31,36,41,45,49,53,57,62,65,66,68,69,71,71,72,73,74,74,75,75,75,75,75,75,75,78
12,14,19,24,30,34,37,40,43,45,46,47,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,74
11,16,21,27,32,36,39,42,44,46,48,50,51,53,54,54,54,53,53,53,53,52,52,51,51,51,51,50,50,49,57
11,13,15,19,27,32,36,39,42,44,46,49,50,51,51,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,50
6,9,13,19,25,32,39,44,48,51,53,55,55,56,57,58,58,59,59,59,59,59,59,59,58,58,58,58,58,57,69
4,7,11,16,22,27,31,34,37,41,45,48,51,54,56,58,59,60,61,62,63,63,63,63,63,63,63,63,63,63,59
13,16,22,27,32,36,41,45,48,51,53,56,58,59,61,62,63,64,64,64,64,64,64,64,64,64,64,64,64,64,73
7,12,18,26,32,38,45,51,58,63,66,68,69,71,72,73,73,73,74,75,75,75,75,75,75,75,75,75,75,75,82
1,6,11,16,22,28,35,40,44,46,48,50,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,77
22,24,27,31,35,38,42,44,46,48,50,52,53,53,53,53,53,53,53,53,52,52,52,52,52,52,52,52,52,52,63
13,17,22,28,34,38,41,44,46,48,51,53,55,57,58,59,59,59,59,59,59,59,59,59,58,57,57,57,56,55,63
13,17,21,26,31,38,43,46,49,52,54,56,58,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,61,60,69
14,16,18,23,29,34,39,44,48,52,54,58,62,64,66,68,69,69,69,69,69,69,69,69,69,69,68,68,67,67,80
12,14,16,21,27,33,39,44,49,53,57,61,64,67,68,69,70,70,70,71,72,73,73,73,72,72,72,72,72,72,73
11,13,17,21,25,29,34,38,41,42,44,44,45,46,46,46,46,46,46,47,47,47,46,46,46,46,46,45,45,45,68
13,16,21,26,31,36,40,44,45,46,48,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,63
15,17,20,25,32,36,41,44,47,49,51,53,55,57,57,57,57,57,57,57,57,57,57,57,57,56,56,56,56,56,71
11,15,20,26,32,37,40,44,47,49,52,54,56,57,58,59,59,59,59,59,59,58,58,58,58,58,58,57,57,56,63
3,8,13,20,26,32,37,42,47,51,54,57,59,60,61,62,62,62,62,62,62,62,62,62,62,62,62,62,62,62,55
2,3,7,13,20,25,30,36,42,47,52,56,60,63,65,65,66,67,68,68,69,69,69,69,69,69,69,69,69,69,77
0,3,9,17,26,34,42,48,53,57,61,64,67,69,69,70,70,70,70,71,71,71,71,70,70,70,70,70,70,70,76
1,6,13,23,33,42,49,57,64,71,73,76,77,77,77,77,77,77,77,78,78,78,77,77,76,76,76,76,76,76,85
0,0,29,34,37,40,42,44,47,49,50,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,51,50,48,46,90
31,36,33,29,32,37,42,46,49,51,53,56,58,59,60,60,60,60,60,60,60,60,60,60,59,59,59,59,59,59,56
2,6,15,23,30,37,42,47,51,54,56,58,60,61,62,63,63,63,63,63,63,63,63,63,63,62,61,61,61,61,50
0,4,13,21,28,35,41,45,49,53,56,58,60,61,61,61,61,61,61,61,61,61,61,61,60,60,60,60,60,59,45
0,0,3,10,18,25,31,37,42,47,50,52,54,57,60,62,64,65,66,66,66,66,66,66,66,66,66,66,66,66,57
0,1,8,16,22,28,32,38,43,48,51,55,58,60,63,66,68,69,70,71,71,70,70,70,70,70,70,70,69,69,68
-1,0,2,6,13,20,28,32,38,43,47,51,55,59,64,68,72,74,75,76,76,75,75,75,75,75,75,75,75,75,44
1,3,7,14,22,30,38,42,46,50,54,57,61,65,68,70,72,73,73,73,73,73,73,73,73,73,73,73,73,73,50
5,3,7,14,21,30,36,40,44,48,51,52,53,53,53,53,53,53,53,53,53,53,52,52,52,52,51,50,49,47,63
0,2,5,10,16,23,29,35,41,45,48,51,52,53,54,55,55,55,55,55,55,55,55,55,55,55,54,53,52,51,56
0,0,3,9,18,28,32,37,42,46,49,52,54,56,57,58,59,60,61,61,61,61,61,61,61,61,61,61,61,61,64
0,1,6,12,19,25,31,36,41,45,49,52,54,55,56,58,60,61,61,61,61,61,61,61,61,61,61,60,60,60,62
3,8,16,24,31,37,45,50,54,57,59,61,62,64,65,66,66,66,66,65,65,64,64,64,64,63,63,63,63,63,67
1,4,10,19,26,33,39,46,51,55,58,61,64,66,68,69,70,71,71,71,71,71,71,71,71,71,71,71,71,70,72
1,9,21,29,37,44,51,56,60,64,68,71,72,72,72,71,71,71,71,71,71,71,70,70,70,70,70,70,70,69,65
3,8,21,34,41,48,54,59,62,66,70,73,74,75,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,76,68
10,15,19,26,32,38,42,45,48,51,53,54,54,54,54,54,54,54,54,54,53,53,52,52,52,51,50,49,48,46,79
1,5,11,18,26,32,37,42,47,50,53,55,56,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,57,68
0,1,4,10,18,25,31,38,44,49,54,56,58,59,60,61,61,61,61,61,61,61,61,61,61,61,61,61,60,60,90
3,6,11,17,25,33,39,44,49,54,58,59,61,63,64,65,66,67,67,67,67,67,66,66,66,66,65,65,64,64,57
-1,-1,0,6,17,26,34,41,46,51,57,61,64,66,68,69,70,70,70,71,71,71,71,71,71,71,71,71,70,69,57
0,3,9,17,26,34,43,49,54,59,63,66,68,69,70,71,71,71,71,71,71,71,71,70,69,69,68,68,67,66,53
0,3,10,20,29,37,44,49,55,62,64,66,70,72,72,72,71,70,70,70,70,70,70,70,70,70,70,70,70,70,65
1,3,12,22,32,39,46,51,56,63,69,72,74,76,77,78,78,78,78,78,78,78,78,78,78,78,78,77,77,77,83
2,3,7,13,19,27,33,38,42,44,46,47,49,50,51,51,51,51,51,51,51,51,52,52,52,52,52,52,52,51,71
6,10,16,24,31,37,42,47,51,54,57,58,60,60,60,60,60,60,60,60,59,58,58,57,57,56,55,53,51,47,67
-1,0,5,11,18,26,33,39,45,50,54,58,60,61,62,62,62,62,62,61,61,61,61,61,61,61,60,60,60,60,68
0,0,1,7,13,22,31,37,42,47,51,54,57,58,59,60,60,61,61,61,61,61,61,61,61,61,61,61,61,61,62
2,6,15,23,32,40,45,50,55,59,61,63,65,66,67,67,67,67,67,67,67,67,67,66,66,66,65,65,65,65,68
0,4,11,18,27,36,43,48,52,56,60,63,65,67,68,69,70,70,70,70,70,70,70,70,70,69,69,69,69,69,69
0,0,3,12,20,31,40,44,49,56,63,68,72,75,76,76,76,76,76,76,76,76,76,76,76,76,75,74,74,73,77
15,19,27,36,44,52,60,67,74,79,81,82,82,82,81,81,80,80,80,79,79,79,79,78,78,78,78,78,78,78,87
0,0,1,6,16,23,30,36,41,45,49,52,54,55,56,56,56,56,56,56,56,55,55,55,55,55,55,55,55,54,82
14,16,20,25,28,32,36,40,43,47,50,52,54,55,56,57,58,58,58,58,58,58,58,58,58,58,58,57,57,57,93
0,0,5,12,20,25,29,33,37,42,46,48,50,52,54,55,56,57,57,57,57,57,57,57,57,57,57,57,57,56,54
-1,0,1,5,11,19,25,31,36,39,44,48,51,53,54,55,56,57,57,57,57,57,57,57,57,57,57,57,57,57,49
0,0,1,8,14,22,30,33,38,42,46,50,53,56,58,60,61,61,62,63,63,63,63,63,63,63,62,62,62,62,52
0,0,3,9,15,20,25,29,33,37,40,44,48,51,53,55,57,59,61,63,65,66,67,67,67,67,66,66,66,66,44
0,3,10,19,27,33,37,42,46,50,54,57,60,63,65,67,68,69,69,69,69,69,68,68,68,68,68,68,68,68,64
-2,0,10,23,34,40,45,50,54,59,63,66,69,71,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,72,68
16,21,28,35,42,48,54,59,64,69,73,75,76,77,78,78,78,78,78,78,78,78,77,77,77,77,77,77,77,76,87
2,6,11,16,23,29,33,35,38,41,43,46,48,49,49,49,49,49,49,49,49,49,49,49,49,49,49,49,48,47,62
0,0,4,13,18,23,29,33,38,43,46,49,51,53,55,57,58,58,58,58,58,58,58,58,58,58,58,58,58,58,63
0,0,3,8,15,21,27,33,38,42,45,47,49,52,54,56,58,58,58,58,58,58,58,58,58,58,58,58,58,58,46
0,1,6,12,17,24,29,33,39,44,48,52,56,58,60,62,63,64,65,65,65,65,65,64,64,64,64,64,64,64,58
0,0,4,14,25,32,39,45,49,52,56,59,61,63,64,65,66,67,68,68,68,68,68,68,68,68,68,68,68,68,65
0,0,2,9,16,23,29,34,40,45,49,52,54,56,59,61,63,65,67,68,68,68,68,68,68,68,68,68,68,68,69
1,2,8,20,27,36,42,47,52,56,60,63,66,69,71,72,72,72,72,72,72,72,72,71,71,71,71,71,71,71,65
-1,0,2,8,12,17,22,30,38,45,50,55,60,64,67,70,72,73,73,73,73,73,73,73,73,73,72,71,70,69,52
0,0,1,6,14,21,27,33,40,46,52,57,61,64,67,69,70,72,73,73,73,73,73,73,73,72,72,72,72,72,51
0,1,6,11,19,28,36,44,51,58,63,66,71,76,80,83,84,85,85,85,85,85,85,85,85,85,84,82,81,80,70
3,5,8,13,19,24,28,33,37,40,42,45,48,51,53,55,56,56,56,56,56,56,56,56,55,54,53,52,52,52,73
0,0,1,6,14,23,29,35,39,42,45,47,49,51,53,54,55,56,56,56,56,56,56,56,56,55,55,55,55,55,50
0,0,1,4,11,16,22,28,33,38,43,47,50,53,55,57,59,60,61,61,61,61,61,61,61,60,60,60,60,60,49
0,0,2,7,15,23,27,31,35,40,45,50,54,56,58,60,62,64,64,64,64,64,64,64,64,64,63,63,63,63,53
1,3,7,13,21,25,29,33,37,42,47,51,54,57,59,61,63,65,66,66,66,66,66,66,66,66,66,66,66,66,64
4,10,16,22,29,36,42,47,51,54,57,60,61,63,65,67,68,68,68,68,68,68,68,68,68,68,68,68,68,68,68
0,1,9,18,27,35,43,51,56,62,66,68,70,71,72,72,72,72,72,72,72,72,72,72,72,72,71,70,68,64,65
0,0,1,6,13,22,29,37,43,48,53,58,62,66,70,73,75,76,76,76,76,76,76,76,76,76,76,76,76,76,68
0,2,4,9,17,25,29,32,36,39,42,45,47,49,51,52,52,52,52,52,52,52,52,52,52,52,52,51,51,51,65
0,-1,0,8,14,19,25,30,34,39,43,46,49,51,53,55,56,57,57,57,57,57,57,57,57,57,57,57,57,56,57
